Id;municipio_inmueble;estrato;direccion del inmueble;tipo inmueble;barrio;alcantarillado en el sector;acueducto en el sector;gas en el sector;energia en el sector;telefono en el sector;alcantarillado en el predio;acueducto en el predio;gas en el predio;energia en el predio;telefono en el predio;sardineles en las vias;andenes en las vias;topografia sector;transporte;demanda interes;paradero;alumbrado;arborizacion;alamedas;ciclo rutas;nivel de equipamiento comercial;area valorada;citofono;cocina;bicicletero;estudio;habitaciones;sala;porteria;piscina;cuarto del servicio;estar habitacion;tanque de agua;club house;garaje visitantes;vigilancia privada;vias pavimentadas;vigilancia 24 horas;administracion;antiguedad;sauna;comedor;baÒos;zona verde privada;balcon;terraza;patio interior;jardin;zona de ropas;numero total de garajes;numero total de depositos;longitud;latitud;valor total avaluo
8835;IBAGUE;3;KR 23 SUR # 87 - 08 APTO 805 TORRE 1;APARTAMENTO;BERLIN;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;REGULAR;MEDIA;SI;SI;SI;SI;NO;BUENO;69.87;SI;1;NO;0;3;1;SI;SI;0;0;SI;NO;SI;SI;SI;SI;TIENE;4;NO;1;2;NO;1;0;0;0.0;1;1;0.0;-75.182;4.414.553;154740000.0
8836;MANIZALES;6;LOTE (CASA NO.5) #  103-03 VIA AL MAGDALENA;CASA;LA ALHAMBRA;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;NO TIENE;LIGERA;BUENO;MEDIA;SI;SI;SI;SI;NO;BUENO;174.38;SI;1;SI;1;3;1;SI;NO;1;0;NO;NO;SI;NO;SI;NO;TIENE;13;NO;1;4;SI;0;1;0;1.0;1;0;0.0;-7.545.751.920.000.000;50.380.926;702372400.0
8837;BOGOTA;5;CL 108 # 55 - 44 AP 302;APARTAMENTO;ALHAMBRA;SI;SI;SI;SI;NO;SI;SI;SI;SI;NO;BUENO;BUENO;PLANA;BUENO;FUERTE;SI;SI;SI;SI;SI;BUENO;71.41;SI;1;NO;0;3;1;SI;NO;0;0;SI;NO;SI;SI;SI;SI;TIENE;32;NO;1;2;NO;0;0;0;0.0;1;1;0.0;-740.651.744;46.967.817;341321000.0
8838;VILLAVICENCIO;3;CL 36 # 23 - 07 APTO C-304;APARTAMENTO;SAN ISIDRO;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;NO TIENE;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;64.76;SI;1;NO;0;3;1;SI;NO;0;0;NO;NO;NO;NO;SI;NO;NO TIENE;30;NO;1;2;NO;1;0;0;0.0;1;0;0.0;-736.288.393;41.496.013;102320800.0
8839;DOS QUEBRADAS;3;KR 10 A # 52 D - 61 MZ 20 CS 12 VILLA DEL CAMPO;CASA;VILLA DEL CAMPO;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO TIENE;BUENO;LIGERA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;60.0;0;1;0;0;3;1;0;0;0;0;0;0;0;NO;SI;NO;NO TIENE;17;0;1;1;NO;0;0;1;0.0;0;0;0.0;-75.669.438;4.845.676;100500000.0
8840;SABANETA;3;CL 57 SUR # 43 A - 16 APARTAMENTO 910 ETAPA 1 TORRE 3;APARTAMENTO;VILLAS DEL CARMEN;SI;SI;SI;SI;NO;SI;SI;SI;SI;NO;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;57.35;SI;1;NO;1;2;1;SI;SI;0;0;SI;NO;SI;SI;SI;SI;TIENE;7;NO;1;2;NO;1;0;0;0.0;1;0;0.0;-756.066.785;61.568.048;174210000.0
8841;DOS QUEBRADAS;4;CL 20, APTO 401;APARTAMENTO;CAMPESTRE D ;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO TIENE;BUENO;LIGERA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;66.76;SI;1;NO;0;3;1;SI;SI;0;0;NO;NO;NO;SI;SI;SI;TIENE;8;NO;1;2;NO;0;0;0;0.0;1;0;0.0;-75.686.988;4.831.715.099.999.990;118832800.0
8842;LA CEJA;3;CL 17 D # 10 - 28 2 PISO;CASA;LOS SAUCES;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO TIENE;BUENO;PLANA;BUENO;DA©BIL;NO;SI;NO;NO;NO;MUY BUENO;83.88;NO;1;NO;0;4;1;NO;NO;0;0;NO;NO;NO;NO;SI;NO;NO TIENE;11;NO;0;1;NO;1;0;1;0.0;0;0;0.0;-754.234.282;60.268.396;143602560.0
8843;MEDELLIN;4;CL 54 # 85 - 40 APARTAMENTO 1626 TORRE 1 ETAPA 1;APARTAMENTO;ROBLEDO - CALASANZ;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;INCLINADA;BUENO;FUERTE;SI;SI;SI;SI;NO;MUY BUENO;50.95;SI;1;NO;0;3;1;SI;SI;0;0;SI;SI;SI;SI;SI;SI;TIENE;3;SI;1;2;NO;1;0;0;0.0;1;1;0.0;-756.001.376;62.708.138;185000000.0
8844;BOGOTA;2;KR 98 A # 15 A - 70 IN. 17 AP. 401;APARTAMENTO;SABANA GRANDE;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;NO;NO;SI;BUENO;37.09;NO;1;SI;0;2;1;SI;NO;0;0;NO;NO;SI;SI;SI;SI;TIENE;8;NO;1;1;NO;0;0;0;0.0;1;0;0.0;-7.415.324;46.657.839.999.999.900;120542500.0
8845;LA VEGA;3;CL 11 # 4 - 35 APT 504 TR 2;APARTAMENTO;CENTRO;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;SI;NO;BUENO;54.56;SI;1;SI;0;3;1;SI;NO;0;0;NO;NO;SI;SI;SI;SI;TIENE;8;NO;1;2;NO;2;0;0;0.0;1;0;0.0;-74.337.482;49.939.869;147312000.0
8846;BARRANQUILLA;5;KR 42 # 78 - 96 APTO N¬∞ 11;APARTAMENTO;EL HIPODROMO;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;BUENO;BUENO;LIGERA;BUENO;FUERTE;SI;SI;SI;NO;NO;MUY BUENO;42.75;SI;1;NO;0;2;1;NO;NO;0;0;SI;NO;SI;NO;SI;NO;TIENE;16;NO;1;1;NO;0;0;0;0.0;1;1;0.0;-7.481.558.009.999.990;10.991.684.199.999.900;106276500.0
8847;PASTO;3;CL 19 # 26 - 60 APARTAMENTO 402 BLOQUE B;APARTAMENTO;ALAMEDA I;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;LIGERA;BUENO;MEDIA;SI;SI;NO;NO;NO;REGULAR MALO;63.0;SI;1;NO;0;3;1;SI;NO;0;0;SI;NO;NO;SI;SI;SI;NO TIENE;0;NO;1;2;NO;0;1;0;0.0;1;0;0.0;-77.270.418;12.141.572;94647000.0
8848;BOGOTA;3;KR 98 # 136 - 88 AP 1708 ;APARTAMENTO;LA CHUCUA;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;NO;SI;BUENO;48.2;SI;1;NO;0;3;1;SI;NO;0;0;NO;NO;NO;SI;SI;SI;TIENE;4;NO;1;2;NO;0;0;0;0.0;1;1;0.0;-7.409.128.170.000.000;47.376.663;189520000.0
8849;BARRANQUILLA;4;CL 64 # 50 - 187 APTO 401;APARTAMENTO;PRADO;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;NO;NO;MUY BUENO;68.0;SI;1;NO;0;2;1;SI;NO;1;0;SI;NO;SI;SI;SI;SI;TIENE;22;NO;1;3;NO;1;0;0;0.0;1;1;0.0;-747.961.375;10.995.191;158032000.0
8850;BOGOTA;3;CL 167 # 51 A - 41 AP 204 IN T GJ 72;APARTAMENTO;BRITALIA;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;NO;SI;SI;BUENO;57.87;SI;0;NO;0;3;1;SI;NO;0;0;NO;NO;SI;SI;SI;SI;TIENE;5;NO;1;2;NO;0;0;0;0.0;1;1;0.0;-7.405.191.190.000.000;47.486.863;235169900.0
8852;VILLAVICENCIO;4;KR 19 # 2 A - 38 MZ 1 CS 10;CASA;VIZCAYA;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;72.55;SI;1;NO;0;4;1;SI;SI;0;0;NO;NO;SI;SI;SI;SI;NO TIENE;12;NO;1;3;NO;1;0;1;0.0;1;0;0.0;-736.133.188;4.125.534;217650000.0
8853;BARRANCABERMEJA;1;CL 55 # 39 - 25;CASA;PROVIVIENDA;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;NULA;NO;SI;SI;NO;NO;BUENO;89.09;0;2;0;0;3;2;0;0;0;0;0;0;0;NO;SI;NO;NO TIENE;29;0;2;3;NO;0;0;0;0.0;2;0;0.0;-7.383.650.490.000.000;7.064.256.599.999.990;100802760.0
8854;MEDELLIN;3;CL 40 A S # 45 H - 37 AP 402 BL 6 TIPO EX. ET. 1;APARTAMENTO;ENVIGADO;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;SI;SI;MUY BUENO;86.22;SI;1;NO;1;3;1;NO;NO;0;0;NO;NO;NO;NO;SI;NO;TIENE;31;NO;0;2;NO;0;0;0;0.0;1;0;0.0;-7.559.335.909.999.990;61.684.083;181030000.0
8855;ZIPAQUIRA;4;KR 13 # 6 - 52 LT 21 MZ E;CASA;ALGARRA II;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;NO;NO;NO;BUENO;225.0;0;0;0;1;4;1;0;0;1;1;0;0;0;NO;SI;NO;NO TIENE;36;0;1;4;SI;0;0;1;0.0;0;0;0.0;-739.991.055;50.225.456;494900000.0
8856;MEDELLIN;4;KR 28 # 29 - 190 TO 6 APTO 433;APARTAMENTO;LOMA DEL INDIO;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO TIENE;NO TIENE;INCLINADA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;56.4;SI;1;NO;0;3;1;SI;SI;0;0;NO;NO;SI;SI;SI;SI;TIENE;15;NO;1;2;NO;1;0;0;0.0;1;1;0.0;-7.555.788.249.999.990;62.266.155;179304000.0
8857;SONSON;3;CARRERA 4 CALLES 6 Y 7;CASA;CENTRO;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;BUENO;BUENO;LIGERA;BUENO;NULA;SI;SI;SI;NO;NO;MUY BUENO;79.0;0;1;0;0;3;1;0;0;0;0;0;0;0;NO;SI;NO;NO TIENE;49;0;1;2;NO;0;0;1;0.0;1;0;0.0;-753.090.571;5.708.508.999.999.990;120500000.0
8858;VILLAVICENCIO;3;CRA 18 N. 14¬™-53;CASA;BELLO HORIZONTE;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;FUERTE;NO;SI;NO;NO;NO;BUENO;170.0;0;2;0;0;5;1;0;0;0;1;0;0;0;NO;SI;NO;NO TIENE;34;0;1;3;NO;1;0;1;0.0;0;0;0.0;-7.361.931.650.000.000;41.354.095;153950000.0
8860;SAN MARTIN;1;KR 13 # 15 - 36;CASA;BUENOS AIRES;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;BUENO;BUENO;PLANA;BUENO;MEDIA;NO;SI;SI;NO;NO;REGULAR MALO;101.0;0;1;0;0;3;1;0;0;0;0;0;0;0;NO;SI;NO;NO TIENE;18;0;1;2;NO;0;1;1;0.0;1;0;0.0;-7.350.941.170.000.000;8.003.317.599.999.990;89030000.0
8861;TULUA;3;KR 38 C # 14 A - 04 MZ 12 CS 5;CASA;URB. LA VILLA ;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;BUENO;BUENO;PLANA;BUENO;MEDIA;NO;SI;SI;NO;NO;BUENO;67.0;0;1;0;0;3;1;0;0;0;1;0;0;0;NO;SI;NO;NO TIENE;23;0;1;2;NO;0;0;1;0.0;1;0;0.0;-7.618.495.229.999.990;40.911.989;89270000.0
8862;YUMBO;2;KR 14 # 15 B - 22;CASA;NUEVA ESTANCIA;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;45.6;0;1;0;0;2;1;0;0;0;0;0;0;0;NO;SI;NO;NO TIENE;10;0;1;1;NO;0;0;1;1.0;1;0;0.0;-764.838.463;35.703.400.999.999.900;53286000.0
8863;BOGOTA;3;CL 58 # 13 - 68 VIVIENDA ESTUD 406;APARTAMENTO;CHAPINERO;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;SI;SI;BUENO;51.8;SI;1;SI;0;2;1;SI;NO;0;0;NO;NO;SI;NO;SI;NO;TIENE;0;NO;1;2;NO;1;1;0;0.0;0;1;1.0;-740.651;4.644.753;260870000.0
8865;IBAGUE;2;MANZANA 5 CASA 35;CASA;"PICALEAëA																						";SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;BUENO;BUENO;PLANA;BUENO;MEDIA;NO;SI;NO;NO;NO;BUENO;80.86;0;2;0;0;4;2;0;0;0;0;0;0;0;NO;SI;NO;NO TIENE;14;0;2;2;NO;0;0;0;0.0;2;0;0.0;-751.619.288;4.409.457.700.000.000;111178500.0
8866;BOGOTA;3;KR 91 # 20 A - 75 INT 4 AP 304;APARTAMENTO;CAPELLANA≠A DE HAYUELOS;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;44.53;SI;1;NO;0;3;1;SI;NO;0;0;SI;NO;SI;SI;SI;SI;TIENE;15;NO;1;2;NO;0;0;0;0.0;1;0;0.0;-741.344.065;46.677.139;169214000.0
8867;BARRANQUILLA;5;CL 100 # 48 - 34 APTO 103 TORRE 1;APARTAMENTO;VILLA SANTOS;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;FUERTE;SI;SI;SI;SI;SI;BUENO;101.64;SI;1;NO;0;3;1;SI;SI;0;0;SI;NO;SI;SI;SI;SI;TIENE;1;SI;1;3;NO;0;1;0;0.0;1;1;1.0;-7.483.322;110.092;374086020.0
8869;MONTERIA;2;KR 26 # 24 - 14 LOTE 2 MANZANA 38;CASA;LA PRADERA;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;NO;NO;NO;BUENO;70.2;0;1;0;0;4;1;0;0;0;0;0;0;0;NO;SI;NO;NO TIENE;40;0;1;2;NO;0;1;0;0.0;1;0;0.0;-758.731.387;87.356.168;95121000.0
8870;BARRANQUILLA;5;KR 58 # 94 - 121 APTO 602;APARTAMENTO;ALTOS DE RIOMAR;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;FUERTE;SI;SI;SI;SI;SI;BUENO;134.97;SI;1;NO;1;3;1;SI;NO;1;0;SI;NO;SI;SI;SI;SI;TIENE;4;NO;1;5;NO;1;0;0;0.0;1;1;0.0;-7.482.174.870.000.000;110.160.359;490174050.0
8871;PUERTO ASIS;1;BARRIO SALVADOR ALLENDE PREDIO URBANO;CASA;SALVADOR ALLENDE;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO TIENE;NO TIENE;PLANA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;80.93;0;1;0;0;3;1;0;0;0;0;0;0;0;NO;NO;NO;NO TIENE;7;0;1;0;NO;0;0;1;0.0;1;0;0.0;-764.967;0.4961022;94310700.0
8872;PALMIRA;3;KR 20 # 47 - 07;CASA;ALTAMIRA;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;BUENO;BUENO;PLANA;BUENO;MEDIA;NO;SI;SI;NO;NO;BUENO;161.41;0;1;0;0;3;1;0;0;0;0;0;0;0;NO;SI;NO;NO TIENE;0;0;1;2;NO;1;1;1;0.0;1;1;0.0;-7.629.163.659.999.990;35.428.597;164421300.0
8873;MEDELLIN;3;CL 10 SUR B # 52 B - 44 APTO 201;APARTAMENTO;SAN RAFAEL;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO TIENE;BUENO;LIGERA;BUENO;MEDIA;NO;SI;SI;SI;NO;BUENO;83.69;NO;1;NO;1;3;1;NO;NO;0;0;NO;NO;NO;NO;SI;NO;NO TIENE;25;NO;1;1;NO;1;0;1;0.0;1;0;0.0;-755.905.286;619.949;150859400.0
8874;SABANETA;3;KR 44 # 60 B SUR - 54 APTO 712, TR. 3;APARTAMENTO;RESTREPO NARANJO;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;73.55;SI;1;NO;0;3;1;SI;SI;0;1;SI;NO;SI;SI;SI;SI;TIENE;11;NO;1;2;NO;1;0;0;0.0;1;1;0.0;-756.093.177;61.558.013;240969600.0
8875;BARRANQUILLA;5;KR 53 # 90 - 33 APTO 201;APARTAMENTO;SANTA MONICA;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;LIGERA;BUENO;FUERTE;SI;SI;SI;SI;SI;BUENO;123.0;SI;1;NO;0;3;1;SI;NO;1;0;SI;NO;SI;SI;SI;SI;TIENE;23;NO;1;3;NO;1;0;0;0.0;1;1;0.0;-7.482.026.409.999.990;11.011.194.300.000.000;342300000.0
8877;SABANETA;3;CL 75 SUR # 34 - 240 APTO 2709 TORRE 3;APARTAMENTO;LA DOCTORA;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO TIENE;BUENO;LIGERA;BUENO;MEDIA;NO;SI;SI;SI;NO;MUY BUENO;66.2;SI;1;NO;0;3;1;SI;SI;0;0;SI;NO;SI;SI;SI;SI;TIENE;4;NO;1;2;NO;1;0;0;0.0;1;1;0.0;-756.147.898;6.144.032.900.000.000;237770000.0
8878;COVEAëAS;3;CL 5 # 13 - 74 CABAAëA # 2 ;CASA;SECTOR PUNTA DE PIEDRA ;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;BUENO;BUENO;PLANA;BUENO;MEDIA;NO;NO;SI;NO;NO;BUENO;99.0;NO;1;NO;0;3;1;NO;SI;0;0;SI;NO;NO;NO;SI;NO;NO TIENE;21;NO;1;2;NO;0;1;0;0.0;1;0;0.0;-75.653.113;9.418.655.000.000.000;99000000.0
8879;BOGOTA;4;KR 7 A # 150 - 50 APTO 201;APARTAMENTO;LA SONORA;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;NO;SI;SI;SI;BUENO;80.73;SI;1;SI;0;3;1;SI;NO;0;0;SI;NO;SI;SI;SI;SI;TIENE;30;NO;1;3;NO;0;0;0;0.0;1;1;0.0;-7.402.627;47.247.010.000.000.000;292482000.0
8880;PALMIRA;3;DG 29 # 7 - 98 CASA 46 ;CASA;VILLA FONTANA;SI;SI;SI;SI;SI;SI;NO;SI;SI;NO;BUENO;BUENO;PLANA;BUENO;DA©BIL;SI;SI;SI;NO;NO;REGULAR MALO;97.33;SI;1;NO;0;3;1;SI;SI;0;0;SI;NO;SI;SI;SI;SI;TIENE;8;NO;1;2;SI;0;1;1;1.0;1;1;0.0;-763.021.477;35.078.366;121036300.0
8881;BOGOTA;5;CL 104 B # 45 A - 12 AP 507 GJ 24 DP 17;APARTAMENTO; ESTORIL;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;45.62;SI;1;SI;1;1;1;SI;NO;0;0;SI;NO;SI;SI;SI;SI;TIENE;1;NO;1;2;NO;1;0;0;0.0;1;1;1.0;-74.057.532;46.926.194;322477270.0
8882;ANSERMANUEVO;3;CR 1 A # 7-01 MZ G CS 1 PALERMO ;CASA;PALERMO;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO TIENE;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;54.0;0;1;0;0;2;1;0;0;0;0;0;0;0;NO;SI;NO;NO TIENE;0;0;1;1;NO;0;0;1;0.0;1;0;0.0;-75.991.749;4.795.351.999.999.990;47340000.0
8883;CALI;3;CL 17 A # 47 - 79;CASA;SAN JUDAS TADEO II;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;71.82;0;1;0;0;3;1;0;0;0;1;0;0;0;NO;SI;NO;NO TIENE;32;0;1;1;NO;0;1;1;0.0;1;0;0.0;-765.251.729;34.084.347.000.000.000;131533200.0
8884;SANTAFE DE ANTIOQUIA;3;CL 16 B # 3 - 56 APTO 202 T. 6;APARTAMENTO;LLANOS DE BOLIVAR;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO TIENE;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;43.65;SI;1;NO;0;3;1;NO;NO;0;0;NO;NO;SI;NO;SI;NO;NO TIENE;1;NO;1;1;NO;0;0;0;0.0;1;0;0.0;-7.582.176;6.560.533;54684720.0
8885;PIEDECUESTA;3;KR 15 # 18 - 70 TORRE 4 APARTAMENTO 827;APARTAMENTO;PASEO DEL PUENTE;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;BUENO;BUENO;LIGERA;BUENO;MEDIA;SI;SI;SI;NO;NO;MUY BUENO;57.48;SI;1;NO;0;3;1;SI;SI;0;0;SI;NO;SI;SI;SI;SI;TIENE;3;NO;1;2;NO;1;0;0;0.0;1;1;0.0;-7.304.672.020.000.000;69.781.863;147436200.0
8886;CALI;2;CL 54 E # 47 C - 69 CASA BIFAMILIAR 7A;CASA;CIUDAD CORDOBA RESERVADO;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;NO;SI;BUENO;83.34;0;1;0;1;3;1;0;0;0;0;0;0;0;NO;SI;NO;NO TIENE;7;0;1;2;SI;1;0;0;0.0;1;0;0.0;-765.091.036;33.952.065;85739000.0
8887;MEDELLIN;3;CL 52 A SUR # 78 A - 15 LOTE 2 MANZANA D CASA 201;APARTAMENTO;SAN ANTONIO DE PRADO;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;LIGERA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;67.93;NO;1;NO;0;2;1;NO;NO;0;0;NO;NO;NO;NO;SI;NO;NO TIENE;0;NO;1;1;NO;0;0;0;0.0;1;0;0.0;-756.565.875;61.749.239.000.000.000;105288480.0
8888;ENVIGADO;5;CL 37 B SUR # 27 - 17 ET 2 TORRE 2 APTO 1111;APARTAMENTO;LOMA DE LAS BRUJAS, ENVIGADO;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;INCLINADA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;84.4;SI;1;NO;1;3;1;SI;SI;0;0;NO;NO;NO;SI;SI;SI;TIENE;2;NO;1;2;NO;1;0;0;0.0;1;1;1.0;-7.557.358;6.157.089;370160000.0
8889;COPACABANA;3;CL 50 # 29 - 244 APTO 526, TR 4;APARTAMENTO;SAN JUAN;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;FUERTE;SI;SI;SI;SI;SI;REGULAR MALO;64.0;NO;1;NO;0;2;1;SI;SI;0;0;NO;NO;SI;SI;SI;SI;TIENE;3;NO;1;2;NO;1;0;0;0.0;1;1;0.0;-754.989.865;63.546.806;156080000.0
8890;BOGOTA;3;DG 89 B # 116 A - 10 IN 36 AP 201;APARTAMENTO;EL CORTIJO;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;NO TIENE;PLANA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;64.75;SI;1;NO;0;3;1;SI;NO;0;1;SI;NO;SI;SI;SI;SI;TIENE;14;NO;1;2;NO;0;0;0;0.0;1;0;0.0;-741.157.813;47.303.215;221445000.0
8891;VILLAVICENCIO;4;CL 47 A # 48 - 34 CASA 32;CASA;LOS CAMBULOS IV;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;BUENO;BUENO;LIGERA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;75.274;SI;1;NO;0;3;1;SI;SI;0;0;NO;NO;SI;SI;SI;SI;NO TIENE;20;NO;1;3;NO;2;0;1;0.0;1;0;0.0;-736.534.002;415.889;185548050.0
8892;FLORIDABLANCA;4;CL 200 # 13 - 200 CONJUNTO RESIDENCIAL PARK 200 PH APARTAMENTO 1402 TORRE 1;APARTAMENTO;RIO FRIO;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;NO;NO;MUY BUENO;81.16;SI;1;NO;1;3;1;SI;SI;0;0;NO;NO;SI;SI;SI;SI;TIENE;1;NO;1;2;NO;1;0;0;0.0;1;1;1.0;-7.310.391.070.000.000;70.602.939;308408000.0
8893;ITAGUI;3;CL 83 # 52 D - 72 302;APARTAMENTO;SANTA MARAçA;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;NO;NO;MUY BUENO;60.03;SI;1;NO;0;3;0;SI;NO;0;0;NO;NO;SI;NO;SI;NO;NO TIENE;34;NO;1;1;NO;0;0;0;0.0;1;0;0.0;-7.559.416.340.000.000;61.908.921.999.999.900;126063000.0
8894;MEDELLIN;3;KR 56 A # 61 - 24 APTO 2008, TR 1;APARTAMENTO;EL CHAGUALO;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;SI;SI;BUENO;35.37;NO;1;NO;0;2;1;SI;NO;0;0;NO;NO;NO;SI;SI;SI;TIENE;7;NO;1;1;NO;0;0;0;0.0;1;0;0.0;-755.710.416;6.260.830.599.999.990;107524800.0
8895;ITAGUI;3;CL 26 # 63 B - 18 2¬∞ PISO;CASA;BARILOCHE ;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;BUENO;BUENO;LIGERA;BUENO;MEDIA;SI;SI;SI;NO;NO;BUENO;65.19;NO;1;NO;0;4;1;NO;NO;0;0;NO;NO;NO;NO;SI;NO;NO TIENE;26;NO;1;2;NO;0;0;1;0.0;1;0;0.0;-7.564.105;6.168.035;110221341.0
8896;BOGOTA;5;AK 19 # 131 A - 60 APTO 601;APARTAMENTO;LA CALLEJA;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;BUENO;BUENO;PLANA;BUENO;MEDIA;SI;SI;SI;SI;SI;BUENO;105.26;SI;1;SI;1;3;1;SI;NO;0;1;NO;NO;SI;SI;SI;SI;TIENE;15;NO;1;16;NO;1;0;0;0.0;1;1;1.0;-7.404.690.620.000.000;47.159.835.999.999.900;585098236.0
